timestamp,bytes
1,136372
2,134658
3,9666
4,0
5,114912
6,134638
7,32544
8,42
9,92232
10,134568
11,55224
12,0
13,68040
14,136080
15,77974
16,0
17,45360
18,134568
19,102096
20,0
21,311472
22,2023056
23,158760
24,125496
25,134568
26,21960
27,0
28,102816
29,134568
30,44640
31,0
32,80136
33,134638
34,67320
35,42
36,57456
37,134568
38,90000
39,42
40,34776
41,134568
42,112680
43,0
44,12096
45,134568
46,134568
47,792
48,0
49,123984
50,134568
51,23472
52,0
53,101304
54,134568
55,46152
56,0
57,78624
58,134568
59,67122
60,0
61,55944
62,134568
63,91512
64,0
65,465696
66,2023056
67,905166
68,77154
69,134568
70,70258
71,0
72,54432
73,134568
74,93024
75,0
76,30240
77,136080
78,115704
79,0
80,7560
81,136080
82,133056
83,5328
84,0
85,119448
86,136080
87,26496
88,0
89,96768
90,136080
91,49176
92,0
93,74088
94,134568
95,73368
96,0
97,737856
98,2021586
99,211200
100,122514
101,134568
102,24786
103,0
104,99792
105,134568
106,47664
107,0
108,77112
109,134568
110,70344
111,0
112,54432
113,134568
114,93024
115,0
116,31752
117,134568
118,115704
119,0
120,9072
121,134568
122,134568
123,3816
124,0
125,1778112
126,2023056
127,2023098
128,2023098
129,382254
130,111888
131,134568
132,28728
133,0
134,42
135,95256
136,134568
137,52200
138,0
139,72576
140,134638
141,74880
142,0
143,49896
144,134568
145,97560
146,0
147,27216
148,134568
149,120240
150,0
151,1512
152,137592
153,134568
154,8352
155,0
156,116466
157,134568
158,31032
159,0
160,93744
161,134568
162,53712
163,42
164,1020600
165,2023056
166,2023056
167,2023056
168,2023056
169,345726
170,113400
171,134568
172,34056
173,0
174,90720
175,134568
176,56736
177,0
178,68040
179,134568
180,79416
181,0
182,45360
183,134568
184,102138
185,0
186,22680
187,134568
188,124776
189,0
190,0
191,134568
192,134568
193,12888
194,42
195,1640520
196,2021544
197,983790
198,72576
199,134568
200,74682
201,0
202,49896
203,134568
204,97560
205,0
206,27216
207,134568
208,120240
209,0
210,24192
211,2023056
212,2023098
213,194370
214,123984
215,134568
216,23274
217,0
218,101304
219,134568
220,46152
221,0
222,78624
223,134568
224,68832
225,42
226,55944
227,134568
228,91512
229,0
230,33264
231,134568
232,114192
233,0
234,123984
235,2023056
236,952560
237,72576
238,134568
239,74880
240,42
241,49896
242,134568
243,95850
244,0
245,28728
246,134568
247,118728
248,0
249,48384
250,2023056
251,2023056
252,2023056
253,2021544
254,28404
255,136080
256,134568
257,149688
258,149688
259,7602
260,0
261,117936
262,134568
263,146664
264,151200
265,27216
266,0
267,99792
268,134610
269,145152
270,151200
271,46872
272,0
273,81648
274,134568
275,143640
276,149688
277,68040
278,0
279,63504
280,134568
281,140616
282,151200
283,87766
284,0
285,45360
286,134568
287,139104
288,151200
289,107352
290,0
291,27216
292,134568
293,137592
294,149688
295,128520
296,0
297,102858
298,2023056
299,2021544
300,2023056
301,2020032
302,1407672
303,198072
304,237384
305,139104
306,151200
