timestamp,bytes
1,671456
2,674602
3,674352
4,674352
5,674352
6,176056
7,214704
8,216216
9,216216
10,214704
11,216258
12,62586
13,199584
14,269136
15,269206
16,270648
17,269136
18,269136
19,270648
20,269136
21,253296
22,337176
23,337176
24,337176
25,337176
26,337176
27,337176
28,337176
29,177696
30,25704
31,27258
32,27286
33,27216
34,27216
35,27216
36,25704
37,27216
38,153306
39,229824
40,228312
41,229824
42,228312
43,229824
44,99072
45,278208
46,376488
47,378000
48,378000
49,378042
50,376488
51,111168
52,250992
53,255528
54,255528
55,257040
56,255528
57,289188
58,567000
59,565488
60,567000
61,567042
62,565488
63,334746
64,970704
65,970704
66,970704
67,970704
68,945000
69,790126
70,1079568
71,1078056
72,1079568
73,1078056
74,505800
75,607824
76,606312
77,606312
78,607824
79,606312
80,606312
81,415080
82,278208
83,958608
84,957096
85,957096
86,958608
87,957138
88,957096
89,957096
90,688752
91,338730
92,660744
93,660744
94,660744
95,660744
96,660744
97,660744
98,424152
99,512568
100,512568
101,512568
102,512568
103,433224
104,137592
105,337176
106,337176
107,337176
108,337176
109,337176
110,337176
111,337176
112,337176
113,337176
114,307332
115,715176
116,713664
117,715176
118,715176
119,715176
120,625248
121,71064
122,229824
123,228312
124,229824
125,228312
126,229866
127,229824
128,228312
129,229824
130,229824
131,168624
132,16632
133,27216
134,27286
135,25746
136,27216
137,27216
138,27216
139,21762
140,28728
141,25704
142,27216
143,27216
144,27216
145,9864
146,628992
147,728784
148,727272
149,728784
150,727272
151,728784
152,115704
153,25704
154,27216
155,27216
156,27216
157,27258
158,27216
159,27216
160,30240
161,194130
162,337176
163,337176
164,337176
165,337176
166,337176
167,337176
168,162576
169,25704
170,27216
171,27216
172,27216
173,27216
174,27216
175,25704
176,27216
177,27216
178,33660
179,119844
180,284298
181,282744
182,282744
183,282744
184,284256
185,282744
186,282744
187,284256
188,282744
189,171252
190,374976
191,403704
192,405216
193,403704
194,405258
195,405216
196,477072
197,565488
198,567000
199,565488
200,567000
201,567000
202,139896
203,554904
204,660744
205,660744
206,660744
207,660744
208,660744
209,660744
210,660744
211,136872
212,27216
213,27216
214,25704
215,27216
216,27216
217,27216
218,27216
219,24786
220,214704
221,216216
222,216216
223,216216
224,214746
225,216258
226,216216
227,214704
228,214704
229,749232
230,970704
231,970704
232,970704
233,970704
234,972216
235,970704
236,236664
237,28728
238,27216
239,25704
240,27216
241,27216
242,27216
243,103608
244,323568
245,323568
246,323568
247,325080
248,323568
249,323568
250,323568
251,323568
252,239688
253,22680
254,27216
255,27216
256,27216
257,25704
258,15756
259,471744
260,740880
261,742392
262,740880
263,742392
264,742392
265,740950
266,742392
267,410544
268,309960
269,311472
270,310002
271,309960
272,309960
273,191304
274,133056
275,309960
276,309960
277,309960
278,311472
