timestamp,bytes
1,538490
2,37042
3,523242
4,50688
5,502380
6,71134
7,479742
8,93744
9,457020
10,117936
11,432828
12,139104
13,411660
14,163296
15,387538
16,25704
17,53316
18,25704
19,53316
20,27216
21,51804
22,27216
23,51804
24,28728
25,50292
26,28728
27,50292
28,30282
29,48780
30,30240
31,48780
32,290304
33,395070
34,319102
35,366300
36,349272
37,336060
38,378000
39,307332
40,1055376
41,708012
42,1132488
43,632412
44,1208088
45,556812
46,1280664
47,484236
48,1354752
49,410148
50,1431906
51,333036
52,1507464
53,257436
54,731808
55,88092
56,768096
57,51804
58,802872
59,50292
60,781704
61,74286
62,748836
63,105840
64,714060
65,140616
66,679284
67,249522
68,921204
69,300888
70,869796
71,350854
72,819942
73,400680
74,770004
75,450576
76,720108
77,500472
78,670212
79,548856
80,621828
81,627480
82,597636
83,680400
84,544716
85,733320
86,491796
87,784728
88,440388
89,837648
90,387468
91,890568
92,334548
93,942018
94,283140
95,895104
96,209052
97,943488
98,160668
99,990360
100,113838
101,1037232
102,66924
103,1084104
104,59364
105,1061424
106,89604
107,1017774
108,131544
109,971100
110,263088
111,1365732
112,331128
113,1297692
114,400680
115,1226670
116,486864
117,1141956
118,557928
119,1070892
120,625968
121,1002852
122,698544
123,930276
124,768096
125,860724
126,567000
127,537156
128,613872
129,490284
130,660744
131,441900
132,718200
133,385998
134,766584
135,433944
136,151242
137,48384
138,854280
139,358344
140,151200
141,36288
142,1732752
143,421848
144,151200
145,24192
146,1899072
147,267624
148,151200
149,49966
150,1989792
151,151200
152,149688
153,157248
154,1478736
155,149688
156,140616
157,281232
158,1363824
159,151200
160,128520
161,400680
162,1256472
163,149688
164,117936
165,523152
166,1144626
167,151200
168,105840
169,648648
170,1031184
171,149688
172,95256
173,765072
174,926856
175,149688
176,83160
177,895104
178,807408
179,151200
180,71064
181,1023624
182,692496
183,149688
184,58968
185,388584
186,261576
187,149688
188,46872
189,430920
190,229824
191,151200
192,34776
193,471744
194,201096
195,151200
196,22680
197,514080
198,170856
199,149730
200,43848
201,1229256
202,149688
203,151200
204,131544
205,1140048
206,151200
207,139104
208,98280
209,470232
210,151200
211,127008
212,140616
213,439992
214,151200
215,114912
216,182952
217,408240
218,151200
219,104328
220,222264
221,381024
222,151200
223,92232
224,920808
225,1040256
226,151200
227,81648
228,1061424
229,913248
230,151200
231,69552
232,1212666
233,774144
234,151200
235,57456
236,1164240
237,563976
238,149688
239,46872
240,1291248
241,449064
242,149688
243,34776
244,1409184
245,343224
246,151200
247,21168
248,1552824
249,211680
250,149688
251,42336
252,784728
253,151200
254,148176
255,95256
256,733320
257,149688
258,137592
259,133056
260,573048
261,149688
262,125496
263,185976
264,530712
265,151242
266,113400
267,238896
268,489888
269,151200
270,101304
271,291816
272,449064
273,151200
274,89208
275,887544
276,945000
277,149688
278,78624
279,1026648
280,817992
281,149688
282,66528
283,1162728
284,692496
285,151200
286,54432
287,600264
288,322056
289,151200
290,42336
291,663768
292,270648
293,149688
294,31752
295,725760
296,220794
297,149688
298,19656
299,1970136
300,201096
301,151200
302,116424
303,1924776
304,149758
305,146664
306,260064
307,1784160
308,149688
309,136080
310,405216
311,1649592
312,151200
313,123984
314,350784
315,948024
316,149688
317,113400
318,443016
319,866376
320,151200
321,101304
322,544320
323,777168
324,151200
325,89208
326,641088
327,692538
328,151200
329,77112
330,397656
331,367416
332,149688
333,66528
334,449064
335,326592
336,151200
337,54432
338,501984
339,285768
340,151200
341,42336
342,553392
343,244944
344,151200
345,31752
346,483840
347,192024
348,151200
349,19656
350,524664
351,163296
352,149688
353,105840
354,1935360
355,149688
356,148176
357,254016
358,1790208
359,149730
360,136080
361,411264
362,1645056
363,149688
364,123984
365,571536
366,1496880
367,151200
368,110376
369,250992
370,480816
371,151200
372,98280
373,303912
374,439992
375,151200
376,86184
377,925344
378,910224
379,149688
380,75600
381,1064448
382,783216
383,149688
384,63504
385,1202040
386,656208
387,151200
388,51408
389,514080
390,276738
391,149688
392,40824
393,565488
394,235872
395,151200
396,28728
397,616896
398,196560
399,151200
400,16632
401,669816
402,155736
403,151200
404,52920
405,638064
406,151200
407,143640
408,99792
409,598752
410,149688
411,133056
412,16632
413,81648
414,151200
415,125496
416,21168
417,84672
418,149688
419,119448
420,24192
421,87738
422,151200
423,111888
424,586656
425,1087128
426,151200
427,99792
428,709128
429,976752
430,149688
431,89208
432,1041768
433,1061424
434,149688
435,77112
436,1199016
437,914760
438,151200
439,65016
440,1357776
441,768096
442,151200
443,52920
444,1515024
445,622944
446,151200
447,40824
448,961632
449,325080
450,149688
451,30240
452,1050840
453,246498
454,151200
455,18144
456,1141560
457,167832
458,149688
459,54432
460,772632
461,149688
462,146664
463,110376
464,721224
465,149688
466,134568
467,172368
468,669816
469,151200
470,122472
471,21168
472,87696
473,149688
474,116424
475,24192
476,90720
477,151200
478,108864
479,27216
480,95256
481,151200
482,101304
483,633528
484,916314
485,149688
486,90720
487,751464
488,808920
489,151200
490,78624
491,860328
492,712152
493,151200
494,66528
495,1062936
496,656208
497,149688
498,55944
499,1189944
500,541296
501,149688
502,43848
503,659232
504,273672
505,151200
506,31752
507,722736
508,222264
509,151200
510,19656
