timestamp,bytes
1,136298
2,134818
3,9666
4,0
5,114912
6,134638
7,32544
8,42
9,92232
10,134568
11,55224
12,0
13,68040
14,136080
15,77974
16,0
17,45360
18,136080
19,100584
20,0
21,22680
22,136080
23,123264
24,0
25,0
26,134568
27,136080
28,11376
29,0
30,111888
31,136150
32,34056
33,0
34,89208
35,136122
36,56736
37,0
38,970704
39,2024568
40,2023056
41,256518
42,119448
43,136080
44,26496
45,0
46,96768
47,136080
48,49176
49,0
50,74088
51,134568
52,73368
53,0
54,51408
55,134568
56,96048
57,0
58,28728
59,134568
60,118728
61,0
62,6090
63,134568
64,134638
65,6840
66,0
67,1741824
68,2023098
69,2023056
70,1550988
71,34776
72,134568
73,112482
74,0
75,10584
76,136080
77,134568
78,792
79,0
80,123984
81,134568
82,23472
83,0
84,1475712
85,1412802
86,42336
87,134568
88,104922
89,0
90,19656
91,134568
92,127800
93,0
94,0
95,131544
96,134568
97,15912
98,0
99,108864
100,134610
101,38592
102,0
103,86184
104,134568
105,61272
106,0
107,919296
108,2023056
109,2023056
110,2023056
111,1401102
112,43848
113,136080
114,102096
115,0
116,21210
117,136080
118,124776
119,0
120,0
121,133056
122,136080
123,12888
124,0
125,110376
126,136080
127,35568
128,0
129,87696
130,136080
131,58248
132,70
133,65016
134,134610
135,82440
136,0
137,606312
138,2023056
139,2023056
140,923112
141,75600
142,134568
143,71856
144,0
145,52920
146,134568
147,94536
148,0
149,30240
150,134568
151,117216
152,0
153,7560
154,134568
155,134568
156,5328
157,0
158,119448
159,134568
160,28008
161,0
162,1412208
163,2023056
164,2023056
165,989838
166,71064
167,134610
168,76392
169,0
170,48426
171,134568
172,99072
173,0
174,25704
175,134568
176,121752
177,0
178,1512
179,136080
180,134568
181,9864
182,0
183,114912
184,134568
185,32544
186,0
187,92232
188,134568
189,55224
190,0
191,69552
192,134568
193,77904
194,0
195,666792
196,1471968
197,37800
198,136080
199,107946
200,42
201,15120
202,134568
203,132138
204,198
205,0
206,127008
207,134568
208,20448
209,0
210,104328
211,134568
212,43128
213,0
214,81648
215,134568
216,65808
217,0
218,58968
219,134568
220,88488
221,42
222,509544
223,2023056
224,2023056
225,2023056
226,1242342
227,54432
228,136080
229,91512
230,0
231,31752
232,136080
233,114234
234,0
235,9072
236,134568
237,134568
238,3816
239,0
240,120960
241,136080
242,24984
243,0
244,98280
245,136080
246,47664
247,0
248,75600
249,136080
250,70344
251,0
252,52920
253,134568
254,94536
255,0
256,424872
257,2023056
258,2023056
259,499950
260,104328
261,134568
262,145152
263,151200
264,42336
265,42
266,86184
267,134638
268,143640
269,149688
270,63504
271,0
272,68040
273,134568
274,140616
275,151200
276,83160
277,0
278,704592
279,1616328
280,182952
281,255528
282,137592
283,149688
284,123984
285,0
286,13608
287,134568
288,134568
289,151200
290,143640
291,0
292,0
293,1921794
294,1893024
295,160272
296,279720
297,134568
298,151200
299,146664
300,0
301,0
302,127008
303,136080
304,148176
305,149688
306,16632
307,0
308,108864
309,134568
310,146664
311,151200
312,36288
313,0
314,90720
315,134568
316,145152
317,149688
318,57456
319,0
320,72576
321,134610
322,142128
323,151200
324,77112
325,0
326,787752
327,2023056
328,2021544
329,1034208
330,222264
331,211680
332,140616
333,151200
334,77112
335,0
336,54432
337,136080
338,139104
339,151200
340,96768
341,0
342,37800
343,134568
344,137592
345,149688
346,117936
347,0
348,19656
349,134610
350,134568
351,151200
352,137592
353,0
354,0
355,136080
356,134568
357,149688
358,149688
359,7560
360,0
361,1732752
362,2023056
363,1844640
364,164808
365,273672
366,134568
367,151200
368,142128
369,0
370,0
371,131544
372,134568
373,148176
374,151200
375,12096
376,0
377,113442
378,134568
379,146664
380,151200
381,31752
382,0
383,1394064
384,2021544
385,2023056
386,436968
387,264600
388,160272
389,146664
390,151200
391,30240
392,0
393,96768
394,134568
395,145152
396,151200
397,49896
398,0
399,78624
400,136080
401,142128
402,151200
403,69552
404,0
405,61992
406,134610
407,140616
408,149688
409,90720
410,0
411,43848
412,134568
413,137592
414,151200
415,110376
416,0
417,341712
418,2023056
419,2023056
420,2021544
421,565488
422,255528
423,172368
424,146664
425,149688
426,40824
427,0
428,87696
429,134568
430,143640
431,151200
432,60480
433,0
434,69594
435,134568
436,142128
437,149688
438,81648
439,0
440,51408
441,134568
442,139104
443,151200
444,101304
445,0
446,465696
447,2023056
448,1088640
449,219240
450,213192
451,142128
452,149688
453,81648
454,0
455,51408
456,134568
457,139104
458,151200
459,101304
460,0
461,461160
462,2023098
463,229866
464,282744
465,145152
466,148176
467,151200
468,12096
469,0
470,113400
471,134568
472,146664
473,149688
474,33264
475,0
476,95256
477,134568
478,143640
479,151200
480,52920
481,0
482,77112
483,134568
484,142128
485,151200
486,72576
487,0
488,58968
489,134568
490,140616
491,149730
492,93744
493,0
494,40824
495,134568
496,137592
497,151200
498,113400
499,0
500,22680
501,134568
502,136080
503,149688
504,134568
505,0
506,30240
507,2021544
508,2023056
509,2023056
510,1191456
511,211680
512,222264
513,139104
514,151200
515,90720
516,0
517,42336
518,136080
519,137634
520,151200
521,110376
522,0
523,25704
524,134568
525,136080
526,151200
527,130032
528,0
529,7560
530,134568
531,134568
532,151200
533,149688
534,0
535,0
536,123984
537,134568
538,148176
539,151200
540,19656
541,0
542,1557360
543,2023056
544,2023056
545,2021544
546,1649592
547,178458
548,260064
549,136080
550,151200
551,127008
552,0
553,10584
554,134568
555,134568
556,151200
557,146664
558,70
559,0
560,127008
561,134568
562,148176
563,151200
564,16632
565,0
566,1601208
567,2023056
568,299376
569,276696
570,149688
571,148176
572,149688
573,19656
574,0
575,107352
576,134568
577,146664
578,149688
579,39312
580,42
581,89208
582,134568
583,143640
584,151200
585,58968
586,0
587,1034208
588,2023056
589,1421280
590,195048
591,240408
592,139104
593,151200
594,108864
595,0
596,25704
597,134568
598,137592
599,149688
600,130032
601,0
602,7560
603,134568
604,134568
605,151200
606,149688
607,0
608,0
609,123984
610,134568
611,148218
612,151200
613,19656
614,0
615,105840
616,134568
617,146664
618,149688
619,40824
620,0
621,87696
622,134568
623,143640
624,151200
625,60480
626,0
627,1013040
628,2021544
629,2023056
630,2023056
631,1442448
632,195048
633,240408
634,139104
635,148176
636,111888
637,0
638,24192
639,134568
640,136080
641,151200
642,131544
643,0
644,6090
645,134568
646,134568
647,149688
648,151200
649,1512
650,0
651,122472
652,134568
653,148176
654,149688
655,22680
656,0
657,1530144
658,2023056
659,851256
660,235872
661,195048
662,142128
663,151200
664,63504
665,0
666,66528
667,134568
668,142128
669,149688
670,84672
671,0
672,48384
673,136080
674,139146
675,149688
676,104328
677,0
678,30240
679,136080
680,136080
681,151200
682,123984
683,0
684,160272
685,2023056
686,509544
687,260064
688,169344
689,145152
690,151200
691,34776
692,0
693,93744
694,134568
695,143640
696,151200
697,54432
698,0
699,74088
700,136080
701,142128
702,149688
703,75600
704,0
705,57498
706,134568
707,139104
708,151200
709,95256
710,0
711,545832
712,2023056
713,2023056
714,1498392
715,190512
716,246456
717,139104
718,149688
719,114912
720,0
721,21168
722,136080
723,134568
724,151200
725,134568
726,0
727,1512
728,137592
729,134568
730,149688
731,149688
732,4536
733,0
734,120960
735,134568
736,146706
737,151200
738,24192
739,0
740,102816
741,134568
742,145152
743,151200
744,43848
745,0
746,84672
747,134568
748,143640
749,149688
750,65016
751,0
752,964656
753,2023056
754,607824
755,255528
756,173880
757,145152
758,149688
759,43848
760,0
761,84672
762,134568
763,143640
764,151200
765,63504
766,42
767,966168
768,1784160
769,169344
770,270648
771,136080
772,149688
773,139104
774,0
775,0
776,134568
777,134568
778,149688
779,149688
